condition,test_speaker,1,19,26,27,result,correctcondition,test_speaker,Hung.VS,Others,result,correct
Test,Hung.VS,0.8905365020036697,1.1439185589551926,Hung.VS,1
Test,Hung.VS,0.7218350172042847,0.9497724324464798,Hung.VS,1
Test,Hung.VS,1.131858080625534,0.8035753667354584,Others,0
Test,Hung.VS,0.867585688829422,1.124905951321125,Hung.VS,1
Test,Hung.VS,0.28896844387054443,1.0918028056621552,Hung.VS,1
Test,Hung.VS,0.37378036975860596,0.9477267786860466,Hung.VS,1
Test,Hung.VS,0.4715689420700073,0.8661872446537018,Hung.VS,1
Test,Hung.VS,0.33171337842941284,0.8828092366456985,Hung.VS,1
Test,Hung.VS,0.5260562002658844,0.6032920181751251,Hung.VS,1
Test,Hung.VS,0.7114259004592896,0.5363374054431915,Others,0
Test,Hung.VS,1.0333064869046211,0.9419447220861912,Others,0
Test,Hung.VS,0.962629921734333,0.7714197784662247,Others,0
Test,Hung.VS,0.41685450077056885,1.0940141752362251,Hung.VS,1
Test,Hung.VS,0.25362229347229004,0.8595932275056839,Hung.VS,1
Test,Hung.VS,0.30840641260147095,1.0671074464917183,Hung.VS,1
Test,Hung.VS,0.21399617195129395,1.1671941131353378,Hung.VS,1
Test,Hung.VS,0.46127527952194214,0.8764078617095947,Hung.VS,1
Test,Hung.VS,0.34123462438583374,0.9822198543697596,Hung.VS,1
Test,Hung.VS,0.4684581756591797,1.1181555464863777,Hung.VS,1
Test,Hung.VS,0.8563348352909088,1.1341832131147385,Hung.VS,1
Test,Hung.VS,1.0552725419402122,1.0791213810443878,None,0
Test,Hung.VS,1.0679120495915413,1.267844170331955,None,0
Test,Hung.VS,0.791057214140892,1.0784223601222038,Hung.VS,1
Test,Hung.VS,1.0533962696790695,1.1923726797103882,None,0
Test,Hung.VS,1.0212739016860723,1.3436943590641022,None,0
Test,Hung.VS,0.9774249829351902,0.9977229982614517,Hung.VS,1
Test,Hung.VS,1.0286761838942766,1.0758126974105835,None,0
Test,Hung.VS,0.9561064019799232,0.8624086678028107,Others,0
Test,Hung.VS,0.6780822277069092,1.2330721765756607,Hung.VS,1
Test,Hung.VS,0.8782767951488495,0.8991901502013206,Hung.VS,1
Test,Hung.VS,1.1496549993753433,1.090627484023571,None,0
Test,Hung.VS,0.8335444778203964,1.3014878630638123,Hung.VS,1
Test,Hung.VS,0.8089573085308075,1.0933466851711273,Hung.VS,1
Test,Hung.VS,0.670307070016861,0.8887424394488335,Hung.VS,1
Test,Hung.VS,1.1524260342121124,0.962703961879015,Others,0
Test,Hung.VS,0.8937435150146484,1.1610573083162308,Hung.VS,1
Test,Hung.VS,1.0145325558260083,0.9354493468999863,Others,0
Test,Hung.VS,0.7143391370773315,1.009484002366662,Hung.VS,1
Test,Hung.VS,0.8929036483168602,0.6092464625835419,Others,0
Test,Hung.VS,0.7504553645849228,1.0694595947861671,Hung.VS,1
Test,Hung.VS,1.1357241719961166,1.2355571389198303,None,0
Test,Hung.VS,0.9190418273210526,0.8754393309354782,Others,0
Test,Hung.VS,0.8557515144348145,1.166822537779808,Hung.VS,1
Test,Hung.VS,0.8473163694143295,1.084951750934124,Hung.VS,1
Test,Hung.VS,0.8014132976531982,0.8039388358592987,Hung.VS,1
Test,Hung.VS,0.6781688034534454,0.8650253862142563,Hung.VS,1
Test,Hung.VS,1.014616404660046,0.9671040028333664,Others,0
Test,Hung.VS,0.8627267777919769,1.117795079946518,Hung.VS,1
Test,Hung.VS,1.1803231686353683,0.9998800476751057,Others,0
Test,Hung.VS,1.263681799173355,1.0640004202723503,None,0
